Date,Unemployment_interpolated,Bank Interest Rate,Change_in_GDP,Unemployment,CPI_all-items,CPI_food,CPI_shelter,CPI_household_op,CPI_clothing,CPI_transportation,CPI_health,CPI_rec,CPI_alcohol,CPI_no-food,CPI_no-food-and-energy,GDP,FEX_AUS,FEX_BRA,FEX_CHN,FEX_EUR,FEX_HK,FEX_IND,FEX_IDN,FEX_JAP,FEX_MAL,FEX_MEX,FEX_NZL,FEX_NOR,FEX_PER,FEX_RUS,FEX_SAU,FEX_SGP,FEX_ZAR,FEX_KOR,FEX_SWE,FEX_SWI,FEX_TAI,FEX_THA,FEX_TUR,FEX_UNK,FEX_USA,FEX_VIE,FEX_CAD,AWE_industrial-aggregate,AWE_goods,AWE_forestry,AWE_mining,AWE_utilities,AWE_construction,AWE_manufacturing,AWE_service,AWE_trade,AWE_transport,AWE_info-and-culture,AWE_finance,AWE_real-estate,AWE_professional,AWE_mangement,AWE_admin,AWE_education,AWE_health,AWE_arts,AWE_accom,AWE_other,AWE_public-admin,IMT_import,IMT_export,IMT_trade-bal,ITSI_total,ITSI_commercial,ITSI_travel,ITSI_transport,ITSI_gov,ITSE_total,ITSE_commerical,ITSE_travel,ITSE_transport,ITSE_gov,ITSB_total,ITSB_commercial,ITSB_travel,ITSB_transport,ITSB_gov,HPI_total,HPI_house,HPI_land
2000-04,6.9,5.5,5.536666667,,94.4,92.3,94.5,96.1,99.5,96.1,96.4,96.4,78.6,94.9,95,"1,402,942",,,,,,,,,,,,,,,,,,,,,,,,,,,85.1480928,,,,,,,,,,,,,,,,,,,,,,,"29,550.90","33,826.50","4,275.60",,,,,,,,,,,,,,,,57.6,54.2,66.9E
2000-05,6.933333333,5.739130435,5.423333333,,94.7,92.8,94.7,96.2,100.2,96.6,96.7,96.6,78.5,95.1,95.2,"1,410,828",,,,,,,,,,,,,,,,,,,,,,,,,,,84.19545,,,,,,,,,,,,,,,,,,,,,,,"30,535.00","35,724.50","5,189.40",,,,,,,,,,,,,,,,57.8,54.4,67.0E
2000-06,6.966666667,6,5.31,,95.3,93.1,95,96.5,100.5,98,96.6,97.1,78.9,95.7,95.4,"1,416,025",,,,,,,,,,,,,,,,,,,,,,,,,,,84.88107078,,,,,,,,,,,,,,,,,,,,,,,"30,143.30","36,680.20","6,536.90",,,,,,,,,,,,,,,,57.8,54.4,67.0E
2000-07,7,6,5.046666667,,95.6,93.6,95.5,97,100.3,97.6,96.9,97.3,79.2,96,95.5,"1,419,158",,,,,,,,,,,,,,,,,,,,,,,,,,,84.88761423,,,,,,,,,,,,,,,,,,,,,,,"30,349.80","35,830.10","5,480.30",,,,,,,,,,,,,,,,57.9,54.5,67.1E
2000-08,7.033333333,6,4.783333333,,95.5,94.1,95.8,97.1,100,96.7,97.3,97.4,79.2,95.8,95.6,"1,424,352",,,,,,,,,,,,,,,,,,,,,,,,,,,84.88864965,,,,,,,,,,,,,,,,,,,,,,,"30,532.70","36,165.10","5,632.40",,,,,,,,,,,,,,,,58.1,54.7,67.2E
2000-09,7.066666667,6,4.52,,95.9,94.3,96.3,96.9,100.5,98.1,97.3,97.5,79.6,96.3,95.8,"1,426,901",,,,,,,,,,,,,,,,,,,,,,,,,,,85.08283854,,,,,,,,,,,,,,,,,,,,,,,"30,509.60","36,433.00","5,923.40",,,,,,,,,,,,,,,,58.2,54.9,67.3E
2000-10,7.1,6,3.31,,96.3,94.3,97.2,97.2,100.6,97.8,97.6,97.7,79.6,96.7,95.9,"1,429,596",,,,,,,,,,,,,,,,,,,,,,,,,,,83.86245144,,,,,,,,,,,,,,,,,,,,,,,"30,640.60","37,010.40","6,369.80",,,,,,,,,,,,,,,,58.3,55,67.4E
2000-11,7.133333333,6,2.1,,96.8,94.3,97.7,97.4,100.3,99.7,97.8,97.7,79.8,97.3,96.3,"1,430,590",,,,,,,,,,,,,,,,,,,,,,,,,,,82.24430069,,,,,,,,,,,,,,,,,,,,,,,"31,173.70","37,114.80","5,941.10",,,,,,,,,,,,,,,,58.5,55.3,67.4E
2000-12,7.166666667,6,0.89,,97,95.3,98.1,97.4,101.6,98.5,97.8,97.9,80.1,97.4,96.4,"1,434,192",,,,,,,,,,,,,,,,,,,,,,,,,,,83.01221645,,,,,,,,,,,,,,,,,,,,,,,"31,108.40","38,183.80","7,075.40",,,,,,,,,,,,,,,,58.6,55.3,67.4E
2001-01,7.2,5.923913043,0.95,,96.8,95,97.5,97.4,101,97.6,98.2,98.2,80.4,97.2,96.5,"1,434,295",,,,,,,,,,,,,,,,,,,,,,,,,,,83.95292668,658.2,825.22,814.05,"1,154.80","1,105.23",800.88,793.9,610.91,521.98,728.28,813.22,x,x,882.81,839.16,551.56,672.97,567.69,424.32,274.01,507.2,799.59,"30,473.00","39,027.40","8,554.40",,,,,,,,,,,,,,,,58.7,55.5,67.4E
2001-02,7.241666667,5.75,1.01,,96.9,95.9,97.4,97.6,101.2,97.8,98.4,98.2,80.5,97.2,96.7,"1,433,843",,,,,,,,,,,,,,,,,,,,,,,,,,,83.07542904,655.97,825.74,827.01,"1,160.24","1,143.64",789.78,794.37,608.26,518.41,731.25,841.56,x,x,893.17,839.48,518.89,668.18,569.68,416.12,268.73,504.1,789.49,"29,318.50","36,034.70","6,716.20",,,,,,,,,,,,,,,,58.8,55.7,67.5E
2001-03,7.283333333,5.318181818,1.07,,97.1,96.6,98.3,97.7,101.1,96.8,98.6,98.3,80.8,97.1,96.7,"1,434,685",,,,,,,,,,,,,,,,,,,,,,,,,,,81.39019709,656.08,827.87,826.59,"1,160.48","1,174.76",785.31,796.98,607.75,517.05,734.66,806.35,x,x,898.27,839.81,564.05,666.59,564.93,412.92,255.85,507.12,793.87,"29,889.00","36,890.50","7,001.60",,,,,,,,,,,,,,,,59,55.9,67.5E
2001-04,7.325,5.130952381,1.156666667,,97.8,96.9,98.9,98.2,100.8,98.3,98.6,98.6,83.8,97.9,97,"1,433,399",,,,,,,,,,,,,,,,,,,,,,,,,,,81.58400409,654.27,829.38,813.51,"1,167.43","1,120.23",789.02,802.05,604.86,524.87,731.48,795.7,x,x,893.61,840.07,521.06,666.97,567.76,425.93,265.9,503.87,770.56,"30,064.90","36,675.00","6,610.20",,,,,,,,,,,,,,,,59.2,56.1,67.6E
2001-05,7.366666667,4.967391304,1.243333333,,98.4,97.5,100,98.5,100.5,99.7,98.7,98.6,84.8,98.5,97.1,"1,439,506",,,,,,,,,,,,,,,,,,,,,,,,,,,82.50527575,650.19,826.76,804.4,"1,145.55","1,120.31",787.17,801.37,599.56,523.16,732.43,786.85,x,x,869.77,838,509.09,677.01,566.31,421.45,253.99,506.12,764.28,"29,805.20","36,246.90","6,441.70",,,,,,,,,,,,,,,,59.3,56.2,67.7E
2001-06,7.408333333,4.75,1.33,,98.4,97.5,100.3,98.7,100.5,98.9,99.2,98.6,85,98.5,97.3,"1,438,295",,,,,,,,,,,,,,,,,,,,,,,,,,,83.64540691,658.22,828.14,819.76,"1,150.89","1,131.10",788.37,802.29,609.01,525.52,740.69,802.33,x,x,896.17,838.39,520.42,705.92,571.18,426,263.7,508.23,779,"29,743.10","35,083.20","5,340.00",,,,,,,,,,,,,,,,59.5,56.5,67.8E
2001-07,7.45,4.625,0.8333333333,,98.1,97.9,99.9,98.7,101.3,97,99.4,98.5,85.3,98.2,97.5,"1,436,172",,,,,,,,,,,,,,,,,,,,,,,,,,,83.36410435,655.54,827.32,809.47,"1,126.30","1,113.16",793.08,801.92,604.57,523.8,746.66,811.71,x,x,882.12,838.03,511.34,683.06,574.17,430.18,264.88,506.7,781.69,"28,884.70","34,183.10","5,298.30",,,,,,,,,,,,,,,,59.6,56.7,67.8E
2001-08,7.491666667,4.456521739,0.3366666667,,98.2,98,99.9,98.9,101.4,97.4,98.8,98.6,86,98.3,97.7,"1,440,974",,,,,,,,,,,,,,,,,,,,,,,,,,,82.29800472,655.68,825.66,830.79,"1,168.98","1,173.16",787.09,794.02,604.76,520.71,739.76,797.13,x,x,896.91,894.55,510.3,697.17,581.52,437.98,256.01,490.66,787.26,"29,351.20","34,026.20","4,674.90",,,,,,,,,,,,,,,,59.7,56.8,67.8E
2001-09,7.533333333,4,-0.16,,98.4,98.2,99.6,99.3,100.9,98.9,99,98.4,86.2,98.5,97.9,"1,433,233",,,,,,,,,,,,,,,,,,,,,,,,,,,80.75603075,660.63,836,811.62,"1,228.35","1,214.02",795.78,801.3,609.36,520.57,724.72,810.07,x,x,896.38,921.36,520.49,707.15,561.67,423.46,275.66,514.64,799.4,"28,211.40","33,175.60","4,964.20",,,,,,,,,,,,,,,,59.9,56.9,67.8E
2001-10,7.575,3.52173913,0.6633333333,,98.1,98.4,99.8,99.3,100.1,96.9,99.5,98,86.6,98.1,97.9,"1,439,780",,,,,,,,,,,,,,,,,,,,,,,,,,,80.69015814,661.22,836.08,798.42,"1,177.35","1,202.75",799.86,804.61,611,523.84,730.65,808.42,x,x,909.78,922.23,481.74,691.48,571.97,442.96,278.18,518.12,806.57,"28,482.90","32,333.40","3,850.50",,,,,,,,,,,,,,,,59.9,57,67.9E
2001-11,7.616666667,2.909090909,1.486666667,,97.4,98.1,98.4,99.1,99.9,94.4,99.3,98.2,90.4,97.3,97.8,"1,449,065",,,,,,,,,,,,,,,,,,,,,,,,,,,79.73909639,659.73,830.94,835.68,"1,097.86","1,201.50",798.42,801.4,611.24,512.87,730.15,812.27,x,x,919.65,956.18,500.39,691.02,569.76,432.32,271.59,500.22,825.95,"28,139.40","33,842.90","5,703.40",,,,,,,,,,,,,,,,60.1,57.2,68.0E
2001-12,7.658333333,2.5,2.31,,97.7,98.7,98.9,99.5,100.1,93.7,99.3,98.6,90.6,97.5,98,"1,447,511",,,,,,,,,,,,,,,,,,,,,,,,,,,80.57122513,661.5,819.05,809.3,"1,092.12","1,209.95",757.29,796.42,617.8,525.44,731.81,832.92,x,x,904.39,943.9,505.72,699.77,562.95,445.72,262.78,525.6,830.85,"27,564.80","32,482.30","4,917.50",,,,,,,,,,,,,,,,60.2,57.3,67.9E
2002-01,7.7,2.358695652,3.183333333,,98.1,99.3,99.3,99.6,98.8,94.4,99.2,98.7,91,97.9,98.1,"1,463,177",,,,,,,,,,,,,,,,,,,,,,,,,,,79.74513093,664.31,834.9,808.8,"1,181.35","1,231.42",785.17,801.78,617.85,510.78,722.66,828.27,848.11,623.73,925.52,946.77,559.99,683.22,564.88,439.98,280.21,497.81,836.52,"27,992.20","33,704.70","5,712.50",,,,,,,,,,,,,,,,60.4,57.6,68.0E
2002-02,7.691666667,2.25,4.056666667,,98.4,100.1,99.4,99.5,100.1,94.8,99.5,99.1,91.5,98,98.4,"1,471,175",,,,,,,,,,,,,,,,,,,,,,,,,,,80.09076109,662.78,832.52,811.03,"1,141.80","1,219.84",782.22,802.56,616.77,508.76,752.57,854.23,854.24,607.76,919.17,913.46,515.23,669.57,567.68,426.41,287.04,517.66,830.39,"29,150.10","34,271.60","5,121.50",,,,,,,,,,,,,,,,60.8,58.1,68.1E
2002-03,7.683333333,2.25,4.93,,98.8,99.7,99.4,99.8,100.2,97.1,99.5,99.3,92.8,98.5,98.7,"1,469,679",,,,,,,,,,,,,,,,,,,,,,,,,,,80.37617974,667.06,847.86,831.26,"1,207.75","1,266.19",804.83,810.3,618,510.93,742.01,831.75,866.38,612.94,929.18,"1,010.10",501.87,679.31,582.61,414.4,274.61,505.41,837.63,"28,503.20","32,962.70","4,459.50",,,,,,,,,,,,,,,,61,58.3,68.2E
2002-04,7.675,2.375,4.126666667,,99.5,100.2,99.1,99.8,100.9,99.5,99.7,99.3,94.9,99.3,99.2,"1,480,103",,,,,,,,,,,,,,,,,,,,,,,,,,,80.59125363,674.73,847.17,807.48,"1,113.51","1,248.18",806.61,818.99,627.18,518.68,751.21,846.62,887.65,616.51,911.03,901.62,558.68,690.48,588.31,417.14,287.08,523.63,853.6,"29,266.90","34,856.00","5,589.20",,,,,,,,,,,,,,,,61.4,58.9,68.3E
2002-05,7.666666667,2.5,3.323333333,,99.4,99.6,99.4,99.9,100.3,99.8,99.9,99.8,95.7,99.3,99.5,"1,482,323",,,,,,,,,,,,,,,,,,,,,,,,,,,81.9212322,669.9,844.17,771.22,"1,157.32","1,225.13",797.19,817.45,621.29,519.51,739.32,847.08,842.88,626.72,898.34,937.64,572.31,686.27,581.54,394.38,281.47,531.58,847.28,"29,196.10","34,341.80","5,145.70",,,,,,,,,,,,,,,,61.8,59.3,68.5E
2002-06,7.658333333,2.7375,2.52,,99.6,99.7,99.4,100.1,100.4,99.7,100.2,99.9,100,99.6,99.9,"1,483,988",,,,,,,,,,,,,,,,,,,,,,,,,,,82.46659909,671.89,849.36,810.72,"1,147.39","1,216.56",809.08,822.35,621.75,529.25,739.96,872.46,842.84,597.47,909.94,986.29,538.53,697.77,570.31,402.96,282.32,532.09,841.75,"30,135.10","32,924.40","2,789.30",,,,,,,,,,,,,,,,61.9,59.5,68.5E
2002-07,7.65,2.880434783,2.883333333,,100.3,99.8,99.5,100.3,100.5,100.7,99.9,100.4,104.5,100.4,100.4,"1,489,746",,,,,,,,,,,,,,,,,,,,,,,,,,,81.21636664,675.63,851.41,786.32,"1,081.83","1,211.35",814.54,829.57,624.74,524.05,758.99,849.08,864.54,604.29,906.52,927.97,552.26,726.18,578.8,426.92,286.32,532.83,851.37,"29,859.00","34,907.60","5,048.60",,,,,,,,,,,,,,,,62,59.6,68.5E
2002-08,7.641666667,3,3.246666667,,100.7,100.1,100.3,100.4,100.1,101.9,100.1,100.5,104.8,100.9,100.7,"1,495,281",,,,,,,,,,,,,,,,,,,,,,,,,,,80.13756526,668.48,835.33,796.83,"1,090.62","1,180.79",812.65,806.35,619.88,520.71,759.16,861.37,826.78,585.11,906.39,968.46,540.34,740.83,576.07,411.34,276.82,521.09,856.25,"30,849.50","34,965.60","4,116.10",,,,,,,,,,,,,,,,62.3,59.9,68.7E
2002-09,7.633333333,3,3.61,,100.8,100.2,100.7,99.9,100.1,101.8,100.2,100.5,105.1,101,100.9,"1,491,822",,,,,,,,,,,,,,,,,,,,,,,,,,,79.90177394,674.96,858.18,815.49,"1,097.55","1,250.64",852.29,822.1,622.82,522.93,754.35,875.85,833.31,589.46,904.78,912.45,538.35,727.8,571.35,420.38,279.57,533.12,855.49,"30,299.80","35,017.10","4,717.30",,,,,,,,,,,,,,,,62.4,60.1,68.7E
2002-10,7.625,3,3.25,,101.3,99.9,101.8,100,99.9,102.6,100.5,100.5,106.3,101.6,101.1,"1,500,765",,,,,,,,,,,,,,,,,,,,,,,,,,,79.84244511,679.49,866.97,794.33,"1,134.57","1,257.85",852.13,832.96,626.84,523.79,755.71,883.34,831.24,618.68,931.7,943,540.22,709.27,576.55,421.87,280.03,522.37,871.16,"30,550.50","35,933.50","5,383.00",,,,,,,,,,,,,,,,62.7,60.6,68.8E
2002-11,7.616666667,3,2.89,,101.6,100.7,101.7,100.4,99.8,103.5,100.6,100.9,106.8,101.9,101.4,"1,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,79.98199871,680.31,865.96,803.38,"1,152.27","1,245.51",846.62,833.07,628.76,524.57,739.04,900.24,852.9,637.71,918.81,946,542.18,699.71,581.48,443.85,267.04,526.81,883.93,"30,314.50","34,855.00","4,540.50",,,,,,,,,,,,,,,,63.1,61.1,68.9E
2002-12,7.608333333,3,2.53,,101.5,100.7,100.2,100.4,98.7,104.2,100.7,100.9,106.6,101.6,101.7,"1,495,415",,,,,,,,,,,,,,,,,,,,,,,,,,,80.49896815,686.37,862.83,906.27,"1,156.62","1,281.63",845.4,822.1,638.22,531.78,760.7,906.92,871.02,634.65,907.04,"1,055.02",560.46,715.06,594.69,462.6,269.4,523.18,887.86,"30,512.40","34,328.80","3,816.30",,,,,,,,,,,,,,,,63.3,61.2,69.0E
2003-01,7.6,3,2.336666667,,102.4,101.3,102.1,100.4,98.3,105.6,100.9,101.1,107.1,102.7,102,"1,503,083",,,,,,,,,,,,,,,,,,,,,,,,,,,80.95950927,681.62,876.35,958.57,"1,221.19","1,287.43",875.21,824.6,629.66,533.27,759.05,884,851.63,630.93,904.14,951.1,519.34,703.4,594.11,437.66,272.49,520.23,865.38,"30,369.90","35,181.20","4,811.30",,,,,,,,,,,,,,,,63.4,61.5,69.1E
2003-02,7.566666667,3,2.143333333,,102.9,101.4,102.5,100.6,98.4,107.2,101,101.4,108.2,103.2,102.2,"1,506,922",,,,,,,,,,,,,,,,,,,,,,,,,,,82.57942155,690.69,882.23,943.24,"1,247.63","1,285.28",863.75,834.99,639.2,541.26,775.24,892.34,875.57,633.4,917.07,990.12,532.75,702.24,604.56,420.98,273.95,530.43,870.62,"30,168.30","35,066.30","4,898.00",,,,,,,,,,,,,,,,63.8,62,69.1E
2003-03,7.533333333,3.238095238,1.95,,103,101.5,103.2,100.5,98.6,107.6,100.8,100.7,108.7,103.2,102.2,"1,505,292",,,,,,,,,,,,,,,,,,,,,,,,,,,84.6044706,683.07,874.08,924.87,"1,230.80","1,308.19",824.75,833.43,631.99,532.25,759.08,872.76,868.77,635.28,919.73,912.8,527.55,699.38,601.46,414.71,258.51,531.96,869.93,"29,945.50","35,531.40","5,585.90",,,,,,,,,,,,,,,,63.9,62,69.1E
2003-04,7.5,3.386363636,1.22,,102.3,101.3,102.4,100.5,98.1,105.5,101,100.5,109.2,102.5,102.2,"1,500,278",,,,,,,,,,,,,,,,,,,,,,,,,,,85.57086795,687.13,870.6,849.32,"1,237.89","1,264.98",828.81,834.41,638.1,544.08,765.51,837.67,870.33,644.83,916.85,972.34,547.42,699.81,618.23,428.79,271.87,517.31,863.47,"28,993.30","33,116.30","4,123.00",,,,,,,,,,,,,,,,64.1,62.3,69.2E
2003-05,7.466666667,3.5,0.49,,102.1,101.7,102.9,100.5,98.9,104,101.1,100.3,109.7,102.3,102.4,"1,504,638",,,,,,,,,,,,,,,,,,,,,,,,,,,89.39115508,683.76,860.52,812.69,"1,211.72","1,274.86",806.56,829.95,635.41,533.38,771.63,858.01,875.03,623.2,940.61,912.06,544.13,709.42,607.15,450.1,268.25,520.29,863.91,"28,536.90","32,122.00","3,585.00",,,,,,,,,,,,,,,,64.5,62.7,69.4E
2003-06,7.433333333,3.5,-0.24,,102.3,101.7,103.4,100.6,97.4,103.8,100.9,100.4,110,102.4,102.3,"1,509,059",,,,,,,,,,,,,,,,,,,,,,,,,,,91.42962434,692.72,869.1,784.29,"1,199.31","1,289.64",828.84,836.27,643.94,539.87,759.59,884.19,863.24,644.13,935.68,967.08,535.79,753.64,619.74,440.03,282.99,540.14,865.81,"27,791.00","31,389.60","3,598.60",,,,,,,,,,,,,,,,64.7,62.9,69.5E
2003-07,7.4,3.358695652,0.3766666667,,102.5,101.8,103.3,100.7,97.8,104.1,101,100.2,110.2,102.6,102.3,"1,516,896",,,,,,,,,,,,,,,,,,,,,,,,,,,89.86441156,689.12,868.46,824.47,"1,234.53","1,281.88",839.68,827.95,638.18,532.97,797.55,858.87,864.9,636.23,925.39,942.31,543.83,754.49,603.63,441.12,276.77,559.05,865.99,"28,230.30","32,614.90","4,384.60",,,,,,,,,,,,,,,,64.9,63.2,69.5E
2003-08,7.366666667,3.25,0.9933333333,,102.8,101.7,103.4,100.8,97.4,105.9,101.7,100.4,110.6,103,102.5,"1,502,384",,,,,,,,,,,,,,,,,,,,,,,,,,,89.1488534,690.43,867.45,787.32,"1,156.88","1,218.55",857.38,830.96,639.45,532.36,791.38,848.04,898.3,642.22,916.92,949.08,525.44,769.18,606.57,421.69,292.75,558.2,871.75,"26,663.60","31,434.20","4,770.50",,,,,,,,,,,,,,,,65.2,63.6,69.7E
2003-09,7.333333333,3.022727273,1.61,,103,101.9,103.6,101,97.8,105.6,101.8,100.7,111,103.2,102.8,"1,520,964",,,,,,,,,,,,,,,,,,,,,,,,,,,90.98376367,698.35,892.41,774.95,"1,195.61","1,285.32",874.58,856.22,643.87,537.22,780.11,861.93,895.5,665.11,916.46,875.01,545.76,761.3,610.95,409.23,279.48,554.4,882.68,"27,965.50","33,408.50","5,442.90",,,,,,,,,,,,,,,,65.5,63.9,69.9E
2003-10,7.3,3,2.19,,102.9,101.9,103.9,101.2,97.9,103.9,101.8,101,111.1,103,103.1,"1,527,651",,,,,,,,,,,,,,,,,,,,,,,,,,,93.28596732,696.75,893.48,794.04,"1,199.93","1,284.72",892.68,850.65,642.35,531.37,786.59,883.73,864.72,663.48,920.31,936.39,518.83,732.44,618.69,404.3,284.19,561.41,894.24,"27,646.80","32,599.90","4,953.10",,,,,,,,,,,,,,,,65.8,64.3,70.0E
2003-11,7.266666667,3,2.77,,103.1,102.1,103.9,101.1,98.8,104.8,102.1,101.3,111.4,103.4,103.2,"1,529,285",,,,,,,,,,,,,,,,,,,,,,,,,,,93.91292104,700.04,892.46,858.35,"1,232.14","1,263.67",875.43,851.11,647.67,533.17,779.35,891.13,909.12,684.86,941.89,882.47,534.91,734.78,610.54,440.65,277.14,549.22,896.85,"28,180.70","32,687.30","4,506.50",,,,,,,,,,,,,,,,66.3,64.9,70.0E
2003-12,7.233333333,3,3.35,,103.6,102.5,104.4,101.1,98.9,104.7,102.1,101,113.6,103.8,103.2,"1,535,717",,,,,,,,,,,,,,,,,,,,,,,,,,,93.34087596,699.63,871.9,806.44,"1,265.35","1,256.86",794.29,846.72,653.49,532.92,800.43,903.91,899.12,667.43,966.33,921,515.27,724.94,619.35,479.19,283.76,570.81,912.71,"28,211.20","33,109.50","4,898.30",,,,,,,,,,,,,,,,66.5,65.1,70.1E
2004-01,7.2,2.897727273,3.11,,103.7,102.4,104.3,101.1,99.2,105.8,102.3,100.9,114.2,103.9,103.4,"1,538,379",,,,,,,,,,,,,,,,,,,,,,,,,,,94.08432416,702.9,904.25,898.9,"1,247.11","1,299.34",874.63,861.86,650.02,532.37,786.17,896.69,918.76,627.09,946.4,963.66,520.22,729.44,609.15,465.84,274.21,574.97,909.4,"27,106.80","32,047.50","4,940.70",,,,,,,,,,,,,,,,66.7,65.3,70.2E
2004-02,7.166666667,2.75,2.87,,103.7,102.6,104.6,101.2,98.5,105.6,102.2,101,114.4,103.8,103.3,"1,537,381",,,,,,,,,,,,,,,,,,,,,,,,,,,91.68895839,706.08,909.06,929.58,"1,302.84","1,269.44",856.06,870.26,652.97,534.27,796.49,892.57,934.55,652.48,939.94,964.16,506.93,726.56,625.63,465.22,271.28,556.98,909.54,"28,821.20","34,287.50","5,466.40",,,,,,,,,,,,,,,,66.9,65.7,70.3E
2004-03,7.133333333,2.510869565,2.63,,103.7,102.5,104.6,101.1,98.3,106.2,102.7,101.2,114.8,103.9,103.4,"1,551,047",,,,,,,,,,,,,,,,,,,,,,,,,,,92.13268705,705.91,913.42,950.08,"1,317.83","1,282.55",855.16,874.46,651.56,531.72,795.37,871.62,881.5,642.93,953.25,"1,064.12",539.14,716.47,629.38,431.57,274.37,567.03,911.22,"29,369.20","34,660.10","5,290.90",,,,,,,,,,,,,,,,67.2,65.9,70.5E
2004-04,7.1,2.340909091,3.37,,104,102.2,105.1,101.5,98.1,106.7,102.8,101.1,115.4,104.3,103.6,"1,554,989",,,,,,,,,,,,,,,,,,,,,,,,,,,91.48056924,705.01,900.76,903.93,"1,279.49","1,279.29",856.42,861.34,653.17,544.82,791.47,870.31,885.23,651.62,930.44,952.47,554.54,724.66,624.22,428.22,286.55,583.45,899.66,"29,612.00","35,979.70","6,367.70",,,,,,,,,,,,,,,,67.7,66.5,70.9E
2004-05,7.066666667,2.25,4.11,,104.7,103,105.3,101.3,98.2,110.2,102.8,101.2,115.5,105.1,103.8,"1,556,495",,,,,,,,,,,,,,,,,,,,,,,,,,,89.30915558,709.36,900.07,865.97,"1,249.88","1,279.72",857.59,863.52,657.7,548.11,811.54,904.67,877.3,635.61,944.98,"1,084.78",536.62,747.68,629.14,417.05,286.61,560.35,914.84,"31,782.60","36,891.10","5,108.60",,,,,,,,,,,,,,,,68.2,67.1,71.2E
2004-06,7.033333333,2.25,4.85,,104.8,103.7,105.7,101.1,98.3,109.4,102.9,101.2,116.1,105.1,103.8,"1,564,093",,,,,,,,,,,,,,,,,,,,,,,,,,,90.36085591,707.39,889.95,834.08,"1,246.49","1,260.53",847.7,854.72,657.16,550.31,798.37,887.48,863.42,646.02,937.04,"1,031.88",558.49,756.74,635.76,420.22,291.28,572.58,892.16,"30,498.40","38,143.30","7,644.90",,,,,,,,,,,,,,,,68.7,67.6,71.7E
2004-07,7,2.25,4.856666667,,104.8,103.9,106,101.1,97.3,108.8,103,101.1,116.4,105,103.9,"1,565,550",,,,,,,,,,,,,,,,,,,,,,,,,,,92.65999831,706.28,881.77,855.19,"1,256.68","1,245.13",832.98,847.08,656.84,549.82,809.26,893.43,881.4,634.67,942.1,"1,028.75",548.28,756.39,641.77,433.08,304.29,558.6,893.49,"31,664.10","37,439.90","5,775.80",,,,,,,,,,,,,,,,68.8,67.7,71.8E
2004-08,6.966666667,2.25,4.863333333,,104.7,104.3,106.2,101.1,97.5,107.6,102.8,100.9,116.8,104.8,103.8,"1,572,221",,,,,,,,,,,,,,,,,,,,,,,,,,,93.48069353,707.67,886.16,888.25,"1,262.15","1,195.91",838.57,854.12,657.2,546.04,824.52,905.94,889.59,645.49,932.41,"1,012.50",554.72,779.39,634.37,443.52,290.36,578.74,896.34,"30,941.50","37,005.70","6,064.20",,,,,,,,,,,,,,,,69.1,68,72.1E
2004-09,6.933333333,2.443181818,4.87,,104.8,104.7,106.5,101.2,97.6,106.9,103.2,101.1,116.9,104.8,104.1,"1,576,659",,,,,,,,,,,,,,,,,,,,,,,,,,,95.27692367,711.84,898.28,936.61,"1,328.75","1,227.93",867.95,852.37,660.1,543.59,803.35,902.64,870.4,650.41,945.67,957.6,557.88,801.11,634.13,430.84,304.62,577.24,893.29,"31,391.40","35,874.20","4,482.80",,,,,,,,,,,,,,,,69.3,68.2,72.3E
2004-10,6.9,2.607142857,4.066666667,,105.2,105.3,107,101.2,98.1,107.6,103.1,101.1,117.2,105.3,104.2,"1,577,208",,,,,,,,,,,,,,,,,,,,,,,,,,,98.11385651,711.72,899.23,885.38,"1,291.75","1,271.58",835.54,868.42,660.53,553.05,811.74,928.47,875.22,661.1,919.81,"1,061.45",544.57,758.45,644.91,451.63,285.31,568.34,893.55,"30,966.40","35,851.90","4,885.50",,,,,,,,,,,,,,,,69.5,68.5,72.4E
2004-11,6.866666667,2.75,3.263333333,,105.7,105.6,107.4,101.3,97.8,109.1,102.8,101.2,117.2,105.8,104.4,"1,583,191",,,,,,,,,,,,,,,,,,,,,,,,,,,101.6255101,716.41,908.29,904.45,"1,275.04","1,259.01",855.67,875.46,664.92,557.54,818.35,936.41,873.09,687.21,926.72,"1,008.77",545.49,753.38,649.17,453.6,276.87,586.14,899.8,"30,233.40","34,934.30","4,701.00",,,,,,,,,,,,,,,,69.8,68.8,72.6E
2004-12,6.833333333,2.75,2.46,,105.8,105.6,107.5,101.4,97.2,108.5,103.4,101.2,117.3,105.8,104.6,"1,583,575",,,,,,,,,,,,,,,,,,,,,,,,,,,99.182283,720.63,888.31,916.71,"1,280.40","1,264.29",779.5,869.35,676.38,558.44,794.94,958.23,902.54,703.16,970.25,"1,102.57",576.73,768.76,657.22,424.4,295.99,578.02,908.21,"30,889.30","35,138.90","4,249.50",,,,,,,,,,,,,,,,69.9,68.9,72.9E
